path,label
./fer2013/resize/train/neutral/Training_10002154.jpg,neutral
./fer2013/resize/train/neutral/Training_10031781.jpg,neutral
./fer2013/resize/train/neutral/Training_10055498.jpg,neutral
./fer2013/resize/train/neutral/Training_10059941.jpg,neutral
./fer2013/resize/train/neutral/Training_10078021.jpg,neutral
./fer2013/resize/train/neutral/Training_10081559.jpg,neutral
./fer2013/resize/train/neutral/Training_10082848.jpg,neutral
./fer2013/resize/train/neutral/Training_10083265.jpg,neutral
./fer2013/resize/train/neutral/Training_10088257.jpg,neutral
./fer2013/resize/train/neutral/Training_10133788.jpg,neutral
./fer2013/resize/train/neutral/Training_10169962.jpg,neutral
./fer2013/resize/train/neutral/Training_1017299.jpg,neutral
./fer2013/resize/train/neutral/Training_10175776.jpg,neutral
./fer2013/resize/train/neutral/Training_10188996.jpg,neutral
./fer2013/resize/train/neutral/Training_10195012.jpg,neutral
./fer2013/resize/train/neutral/Training_10214759.jpg,neutral
./fer2013/resize/train/neutral/Training_10240785.jpg,neutral
./fer2013/resize/train/neutral/Training_10241989.jpg,neutral
./fer2013/resize/train/neutral/Training_10259428.jpg,neutral
./fer2013/resize/train/neutral/Training_10310920.jpg,neutral
./fer2013/resize/train/neutral/Training_10311326.jpg,neutral
./fer2013/resize/train/neutral/Training_1033260.jpg,neutral
./fer2013/resize/train/neutral/Training_10383188.jpg,neutral
./fer2013/resize/train/neutral/Training_10406116.jpg,neutral
./fer2013/resize/train/neutral/Training_10435891.jpg,neutral
./fer2013/resize/train/neutral/Training_1047878.jpg,neutral
./fer2013/resize/train/neutral/Training_10486039.jpg,neutral
./fer2013/resize/train/neutral/Training_10521653.jpg,neutral
./fer2013/resize/train/neutral/Training_10536141.jpg,neutral
./fer2013/resize/train/neutral/Training_10547261.jpg,neutral
./fer2013/resize/train/neutral/Training_10550862.jpg,neutral
./fer2013/resize/train/neutral/Training_10570800.jpg,neutral
./fer2013/resize/train/neutral/Training_10580345.jpg,neutral
./fer2013/resize/train/neutral/Training_10581011.jpg,neutral
./fer2013/resize/train/neutral/Training_10588719.jpg,neutral
./fer2013/resize/train/neutral/Training_10602688.jpg,neutral
./fer2013/resize/train/neutral/Training_10678201.jpg,neutral
./fer2013/resize/train/neutral/Training_10679190.jpg,neutral
./fer2013/resize/train/neutral/Training_10691075.jpg,neutral
./fer2013/resize/train/neutral/Training_10697582.jpg,neutral
./fer2013/resize/train/neutral/Training_10707751.jpg,neutral
./fer2013/resize/train/neutral/Training_10722640.jpg,neutral
./fer2013/resize/train/neutral/Training_10724979.jpg,neutral
./fer2013/resize/train/neutral/Training_10733841.jpg,neutral
./fer2013/resize/train/neutral/Training_10761320.jpg,neutral
./fer2013/resize/train/neutral/Training_10767008.jpg,neutral
./fer2013/resize/train/neutral/Training_10798050.jpg,neutral
./fer2013/resize/train/neutral/Training_10856588.jpg,neutral
./fer2013/resize/train/neutral/Training_10871969.jpg,neutral
./fer2013/resize/train/neutral/Training_10884411.jpg,neutral
./fer2013/resize/train/neutral/Training_10892393.jpg,neutral
./fer2013/resize/train/neutral/Training_10896736.jpg,neutral
./fer2013/resize/train/neutral/Training_10904555.jpg,neutral
./fer2013/resize/train/neutral/Training_1092697.jpg,neutral
./fer2013/resize/train/neutral/Training_10929698.jpg,neutral
./fer2013/resize/train/neutral/Training_10931352.jpg,neutral
./fer2013/resize/train/neutral/Training_10959134.jpg,neutral
./fer2013/resize/train/neutral/Training_11078984.jpg,neutral
./fer2013/resize/train/neutral/Training_11105229.jpg,neutral
./fer2013/resize/train/neutral/Training_11164844.jpg,neutral
./fer2013/resize/train/neutral/Training_11169774.jpg,neutral
./fer2013/resize/train/neutral/Training_11180691.jpg,neutral
./fer2013/resize/train/neutral/Training_11190808.jpg,neutral
./fer2013/resize/train/neutral/Training_11194437.jpg,neutral
./fer2013/resize/train/neutral/Training_11210763.jpg,neutral
./fer2013/resize/train/neutral/Training_11246994.jpg,neutral
./fer2013/resize/train/neutral/Training_11264682.jpg,neutral
./fer2013/resize/train/neutral/Training_11268383.jpg,neutral
./fer2013/resize/train/neutral/Training_11275385.jpg,neutral
./fer2013/resize/train/neutral/Training_11296011.jpg,neutral
./fer2013/resize/train/neutral/Training_11307623.jpg,neutral
./fer2013/resize/train/neutral/Training_11332521.jpg,neutral
./fer2013/resize/train/neutral/Training_11348462.jpg,neutral
./fer2013/resize/train/neutral/Training_11398081.jpg,neutral
./fer2013/resize/train/neutral/Training_11425879.jpg,neutral
./fer2013/resize/train/neutral/Training_11447837.jpg,neutral
./fer2013/resize/train/neutral/Training_11508650.jpg,neutral
./fer2013/resize/train/neutral/Training_11532651.jpg,neutral
./fer2013/resize/train/neutral/Training_11541302.jpg,neutral
./fer2013/resize/train/neutral/Training_11587096.jpg,neutral
./fer2013/resize/train/neutral/Training_1158961.jpg,neutral
./fer2013/resize/train/neutral/Training_11608556.jpg,neutral
./fer2013/resize/train/neutral/Training_11660122.jpg,neutral
./fer2013/resize/train/neutral/Training_11662130.jpg,neutral
./fer2013/resize/train/neutral/Training_11705678.jpg,neutral
./fer2013/resize/train/neutral/Training_1171172.jpg,neutral
./fer2013/resize/train/neutral/Training_11758836.jpg,neutral
