path,label
./fer2013/resize/train/happy/Training_10019449.jpg,happy
./fer2013/resize/train/happy/Training_10046809.jpg,happy
./fer2013/resize/train/happy/Training_10066226.jpg,happy
./fer2013/resize/train/happy/Training_10070997.jpg,happy
./fer2013/resize/train/happy/Training_10080933.jpg,happy
./fer2013/resize/train/happy/Training_10109375.jpg,happy
./fer2013/resize/train/happy/Training_10116721.jpg,happy
./fer2013/resize/train/happy/Training_10127474.jpg,happy
./fer2013/resize/train/happy/Training_10139297.jpg,happy
./fer2013/resize/train/happy/Training_10142161.jpg,happy
./fer2013/resize/train/happy/Training_10142426.jpg,happy
./fer2013/resize/train/happy/Training_10181727.jpg,happy
./fer2013/resize/train/happy/Training_1018317.jpg,happy
./fer2013/resize/train/happy/Training_10199847.jpg,happy
./fer2013/resize/train/happy/Training_10209551.jpg,happy
./fer2013/resize/train/happy/Training_10220224.jpg,happy
./fer2013/resize/train/happy/Training_10229138.jpg,happy
./fer2013/resize/train/happy/Training_10230185.jpg,happy
./fer2013/resize/train/happy/Training_10239785.jpg,happy
./fer2013/resize/train/happy/Training_10240470.jpg,happy
./fer2013/resize/train/happy/Training_10242543.jpg,happy
./fer2013/resize/train/happy/Training_10246389.jpg,happy
./fer2013/resize/train/happy/Training_10248095.jpg,happy
./fer2013/resize/train/happy/Training_10257744.jpg,happy
./fer2013/resize/train/happy/Training_10265501.jpg,happy
./fer2013/resize/train/happy/Training_1027250.jpg,happy
./fer2013/resize/train/happy/Training_10288829.jpg,happy
./fer2013/resize/train/happy/Training_10290756.jpg,happy
./fer2013/resize/train/happy/Training_10313464.jpg,happy
./fer2013/resize/train/happy/Training_10348116.jpg,happy
./fer2013/resize/train/happy/Training_10361011.jpg,happy
./fer2013/resize/train/happy/Training_10367793.jpg,happy
./fer2013/resize/train/happy/Training_10391066.jpg,happy
./fer2013/resize/train/happy/Training_1041361.jpg,happy
./fer2013/resize/train/happy/Training_10422282.jpg,happy
./fer2013/resize/train/happy/Training_10425802.jpg,happy
./fer2013/resize/train/happy/Training_10435640.jpg,happy
./fer2013/resize/train/happy/Training_10437958.jpg,happy
./fer2013/resize/train/happy/Training_10441891.jpg,happy
./fer2013/resize/train/happy/Training_10465648.jpg,happy
./fer2013/resize/train/happy/Training_10467131.jpg,happy
./fer2013/resize/train/happy/Training_10474350.jpg,happy
./fer2013/resize/train/happy/Training_10499284.jpg,happy
./fer2013/resize/train/happy/Training_10552916.jpg,happy
./fer2013/resize/train/happy/Training_10556356.jpg,happy
./fer2013/resize/train/happy/Training_10558261.jpg,happy
./fer2013/resize/train/happy/Training_10558819.jpg,happy
./fer2013/resize/train/happy/Training_10571265.jpg,happy
./fer2013/resize/train/happy/Training_10574339.jpg,happy
./fer2013/resize/train/happy/Training_10577091.jpg,happy
./fer2013/resize/train/happy/Training_10584734.jpg,happy
./fer2013/resize/train/happy/Training_10586961.jpg,happy
./fer2013/resize/train/happy/Training_10593443.jpg,happy
./fer2013/resize/train/happy/Training_10599535.jpg,happy
./fer2013/resize/train/happy/Training_10612911.jpg,happy
./fer2013/resize/train/happy/Training_1065829.jpg,happy
./fer2013/resize/train/happy/Training_10682646.jpg,happy
./fer2013/resize/train/happy/Training_10700808.jpg,happy
./fer2013/resize/train/happy/Training_10717931.jpg,happy
./fer2013/resize/train/happy/Training_10722475.jpg,happy
./fer2013/resize/train/happy/Training_10728619.jpg,happy
./fer2013/resize/train/happy/Training_10758292.jpg,happy
./fer2013/resize/train/happy/Training_10777307.jpg,happy
./fer2013/resize/train/happy/Training_10810200.jpg,happy
./fer2013/resize/train/happy/Training_10810671.jpg,happy
./fer2013/resize/train/happy/Training_10827998.jpg,happy
./fer2013/resize/train/happy/Training_10834907.jpg,happy
